"Case Basse di Gianfranco Soldera Toscana IGT - Brunello di Montalcino DOCG, Tuscany, Italy",2013,235th,97/100,$549 
"La Rioja Alta S.A. Vina Ardanza Reserva, Rioja DOCa, Spain",1964,236th,97/100,$216 
"Dom Perignon P3 Plenitude Brut, Champagne, France",1985,237th,97/100,"$2,248 "
"Dom Perignon P3 Plenitude Brut, Champagne, France",1969,237th,97/100,"$3,999 "
"Henschke Hill of Grace Shiraz, Eden Valley, Australia",2006,238th,97/100,$782 
"E. Guigal Cote Rotie La Mouline, Rhone, France",2015,245th,97/100,$405 
"E. Guigal Cote Rotie La Mouline, Rhone, France",1999,245th,97/100,$738 
"E. Guigal Cote Rotie La Mouline, Rhone, France",1991,245th,97/100,$798 
"E. Guigal Cote Rotie La Mouline, Rhone, France",1990,245th,97/100,$914 
"E. Guigal Cote Rotie La Mouline, Rhone, France",1988,245th,97/100,$931 
"E. Guigal Cote Rotie La Mouline, Rhone, France",1985,245th,97/100,"$2,519 "
"E. Guigal Cote Rotie La Mouline, Rhone, France",1983,245th,97/100,$853 
"Chateau Le Tertre-Roteboeuf, Saint-Emilion Grand Cru, France",2016,254th,97/100,$237 
"Chateau Le Tertre-Roteboeuf, Saint-Emilion Grand Cru, France",2010,254th,97/100,$263 
"Dom Perignon Oenotheque Brut Millesime, Champagne, France",1969,255th,97/100,"$2,430 "
"Coche-Dury Corton-Charlemagne Grand Cru, Cote de Beaune, France",2008,267th,97/100,"$5,164 "
"Coche-Dury Corton-Charlemagne Grand Cru, Cote de Beaune, France",2005,267th,97/100,"$5,832 "
"Coche-Dury Corton-Charlemagne Grand Cru, Cote de Beaune, France",2000,267th,97/100,"$5,138 "
"Coche-Dury Corton-Charlemagne Grand Cru, Cote de Beaune, France",1999,267th,97/100,"$5,918 "
"Coche-Dury Corton-Charlemagne Grand Cru, Cote de Beaune, France",1995,267th,97/100,"$5,423 "
"E. Guigal Cote Rotie La Landonne, Rhone, France",2003,269th,97/100,$663 
"E. Guigal Cote Rotie La Landonne, Rhone, France",1999,269th,97/100,$659 
"E. Guigal Cote Rotie La Landonne, Rhone, France",1998,269th,97/100,$532 
"Spottswoode Family Estate Grown Cabernet Sauvignon, St. Helena, USA",2016,271st,97/100,$238 
"E. Guigal Cote Rotie La Turque, Rhone, France",2015,297th,97/100,$413 
"E. Guigal Cote Rotie La Turque, Rhone, France",1999,297th,97/100,$688 
"E. Guigal Cote Rotie La Turque, Rhone, France",1988,297th,97/100,$872 
"E. Guigal Cote Rotie La Turque, Rhone, France",1985,297th,97/100,"$1,721 "
"Duffau-Lagarrosse Chateau Beausejour, Saint-Emilion Grand Cru, France",2016,298th,97/100,$144 
"Duffau-Lagarrosse Chateau Beausejour, Saint-Emilion Grand Cru, France",1990,298th,97/100,"$1,002 "
"Heitz Cellar Martha's Vineyard Cabernet Sauvignon, Napa Valley, USA",1968,299th,97/100,"$1,319 "
"Chateau de Beaucastel Chateauneuf-du-Pape Grand Cuvee Hommage a Jacques Perrin, Rhone, France",2010,315th,97/100,$453 
"Chateau de Beaucastel Chateauneuf-du-Pape Grand Cuvee Hommage a Jacques Perrin, Rhone, France",2007,315th,97/100,$548 
"Chateau de Beaucastel Chateauneuf-du-Pape Grand Cuvee Hommage a Jacques Perrin, Rhone, France",1990,315th,97/100,$994 
"Chateau de Beaucastel Chateauneuf-du-Pape Grand Cuvee Hommage a Jacques Perrin, Rhone, France",1989,315th,97/100,"$1,040 "
"Chateau Haut-Brion Blanc, Pessac-Leognan, France",2013,335th,97/100,$972 
"Chateau Haut-Brion Blanc, Pessac-Leognan, France",2010,335th,97/100,"$1,115 "
"Chateau Haut-Brion Blanc, Pessac-Leognan, France",2009,335th,97/100,"$1,161 "
"Sylvain Cathiard Aux Malconsorts, Vosne-Romanee Premier Cru, France",2017,372nd,97/100,$770 
"Quinta do Noval Vintage Port, Portugal",2017,375th,97/100,$106 
"Colgin Cellars IX Estate Red, Napa Valley, USA",2010,376th,97/100,$494 
"Colgin Cellars IX Estate Red, Napa Valley, USA",2002,376th,97/100,$655 
"Domaine Ramonet Montrachet Grand Cru, Cote de Beaune, France",2010,382nd,97/100,"$3,194 "
"Domaine Ramonet Montrachet Grand Cru, Cote de Beaune, France",2009,382nd,97/100,"$2,245 "
"Domaine Ramonet Montrachet Grand Cru, Cote de Beaune, France",1988,382nd,97/100,"$5,198 "
"Domaine Leroy Chambertin Grand Cru, Cote de Nuits, France",2000,396th,97/100,"$15,728 "
"Quinta do Noval Nacional Vintage Port, Portugal",2000,404th,97/100,"$1,196 "
"Quinta do Noval Nacional Vintage Port, Portugal",1997,404th,97/100,"$1,708 "
"Chateau Latour a Pomerol, Pomerol, France",1961,415th,97/100,"$6,072 "
"Emmanuel Rouget Cros Parantoux, Vosne-Romanee Premier Cru, France",2009,440th,97/100,"$2,252 "
"Weingut Keller G-Max Riesling Trocken, Rheinhessen, Germany",2017,457th,97/100,"$2,108 "
"Weingut Keller G-Max Riesling Trocken, Rheinhessen, Germany",2010,457th,97/100,"$2,395 "
"Domaine du Pegau Chateauneuf-du-Pape Cuvee da Capo, Rhone, France",2003,463rd,97/100,$663 
"Domaine Leroy Richebourg Grand Cru, Cote de Nuits, France",2007,483rd,97/100,"$5,104 "
"Gaja Sori Tildin Langhe-Barbaresco, Piedmont, Italy",2013,505th,97/100,$422 
"Hundred Acre 'Ark Vineyard' Cabernet Sauvignon, Howell Mountain, USA",2014,513th,97/100,$496 
"Hundred Acre 'Ark Vineyard' Cabernet Sauvignon, Howell Mountain, USA",2013,513th,97/100,$517 
"Hundred Acre 'Ark Vineyard' Cabernet Sauvignon, Howell Mountain, USA",2012,513th,97/100,$464 
"Hundred Acre 'Ark Vineyard' Cabernet Sauvignon, Howell Mountain, USA",2007,513th,97/100,$641 
"M. Chapoutier Ermitage l'Ermite, Rhone, France",2012,518th,97/100,$398 
"Promontory, Napa Valley, USA",2014,524th,97/100,$838 
"Comte Armand Clos des Epeneaux Monopole, Pommard Premier Cru, France",1978,534th,97/100,"$1,116 "
"Henri Jayer Cros Parantoux, Vosne-Romanee Premier Cru, France",1993,553rd,97/100,"$17,962 "
"Henri Jayer Cros Parantoux, Vosne-Romanee Premier Cru, France",1991,553rd,97/100,"$13,443 "
"Krug Collection Brut, Champagne, France",1988,566th,97/100,$969 
"Pavillon Blanc du Chateau Margaux, Bordeaux, France",1989,570th,97/100,Ñ 
"Bollinger Vieilles Vignes Francaises Blanc de Noirs, Champagne, France",2005,591st,97/100,$762 
"Bollinger Vieilles Vignes Francaises Blanc de Noirs, Champagne, France",1992,591st,97/100,"$1,719 "
"Bollinger Vieilles Vignes Francaises Blanc de Noirs, Champagne, France",1990,591st,97/100,"$1,910 "
"Vietti Ravera, Barolo DOCG, Italy",2010,606th,97/100,$392 
"Bryant Family Vineyard Cabernet Sauvignon, Napa Valley, USA",2013,639th,97/100,$781 
"Bryant Family Vineyard Cabernet Sauvignon, Napa Valley, USA",1997,639th,97/100,"$1,005 "
"Meo-Camuzet Richebourg Grand Cru, Cote de Nuits, France",2005,649th,97/100,"$3,545 "
"Meo-Camuzet Richebourg Grand Cru, Cote de Nuits, France",2002,649th,97/100,"$2,636 "
"Domaine des Comtes Lafon Montrachet Grand Cru, Cote de Beaune, France",2010,650th,97/100,"$2,252 "
"Domaine Leroy Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France",2006,670th,97/100,"$5,907 "
"Domaine Comte Georges de Vogue Les Amoureuses, Chambolle-Musigny Premier Cru, France",2010,679th,97/100,"$1,011 "
"Hundred Acre 'Kayli Morgan Vineyard' Cabernet Sauvignon, Napa Valley, USA",2015,754th,97/100,$528 
"Hundred Acre 'Kayli Morgan Vineyard' Cabernet Sauvignon, Napa Valley, USA",2007,754th,97/100,$723 
"Il Marroneto Madonna delle Grazie, Brunello di Montalcino DOCG, Italy",2010,759th,97/100,$515 
"Taylor Fladgate Very Old Single Harvest Port, Portugal",1863,822nd,97/100,"$3,287 "
"Schrader Cellars 'Old Sparky' Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2010,839th,97/100,$582 
"Schrader Cellars 'Old Sparky' Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2009,839th,97/100,$648 
"Schrader Cellars 'Old Sparky' Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2006,839th,97/100,$845 
"Bond Vecina Napa Valley, USA",2007,875th,97/100,$578 
"Falletto di Bruno Giacosa Asili Riserva, Barbaresco DOCG, Italy",1990,884th,97/100,"$1,001 "
"Chateau La Violette, Pomerol, France",2010,899th,97/100,"$1,347 "
"Chateau La Violette, Pomerol, France",2009,899th,97/100,$697 
"Cockburn's Vintage Port, Portugal",1927,917th,97/100,"$1,310 "
"Cerbaiona di Diego Molinari Brunello di Montalcino DOCG, Tuscany, Italy",2010,937th,97/100,$499 
"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",2002,955th,97/100,$779 
"Leroy Domaine d'Auvenay Chevalier-Montrachet Grand Cru, Cote de Beaune, France",2002,979th,97/100,"$7,484 "
"Giuseppe Quintarelli 'Alzero' Cabernet Veneto IGT, Italy",1993,986th,97/100,$884 
"Joseph Drouhin Musigny Grand Cru, Cote de Nuits, France",1979,999th,97/100,"$1,965 "
"Marchesi Antinori Villa Antinori Riserva, Chianti Classico DOCG, Italy",1977,"1,020th",97/100,$34 
"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",2016,"1,027th",97/100,$272 
"Clos i Terrasses Clos Erasmus, Priorat DOCa, Spain",2013,"1,032nd",97/100,$734 
"Clos i Terrasses Clos Erasmus, Priorat DOCa, Spain",2012,"1,032nd",97/100,$265 
"Clos i Terrasses Clos Erasmus, Priorat DOCa, Spain",2004,"1,032nd",97/100,"$1,615 "
"Bruno Giacosa Albesani Santo Stefano, Barbaresco DOCG, Italy",1989,"1,145th",97/100,"$3,474 "
"Bruno Giacosa Albesani Santo Stefano, Barbaresco DOCG, Italy",1964,"1,145th",97/100,"$3,799 "
"Domaine Bruno Clair Clos-Saint-Jacques, Gevrey-Chambertin Premier Cru, France",2018,"1,179th",97/100,$244 
"Tusk Estate Cabernet Sauvignon, Napa Valley, USA",2014,"1,201st",97/100,$886 
"Tusk Estate Cabernet Sauvignon, Napa Valley, USA",2011,"1,201st",97/100,$827 
"Tusk Estate Cabernet Sauvignon, Napa Valley, USA",2010,"1,201st",97/100,$883 
"Tusk Estate Cabernet Sauvignon, Napa Valley, USA",2008,"1,201st",97/100,$841 
"Colgin Cellars Cariad Red, Napa Valley, USA",2014,"1,270th",97/100,$538 
"Colgin Cellars Cariad Red, Napa Valley, USA",2010,"1,270th",97/100,$587 
"Torbreck The Laird, Barossa Valley, Australia",2012,"1,323rd",97/100,$642 
"Torbreck The Laird, Barossa Valley, Australia",2005,"1,323rd",97/100,$693 
"E. Guigal Ermitage Ex-Voto, Rhone, France",2009,"1,327th",97/100,$324 
"Schrader Cellars RBS Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2006,"1,378th",97/100,$538 
"Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",2002,"1,385th",97/100,$700 
"Maybach Family Vineyards Materium Cabernet Sauvignon, Oakville, USA",2016,"1,429th",97/100,$341 
"Maybach Family Vineyards Materium Cabernet Sauvignon, Oakville, USA",2015,"1,429th",97/100,$401 
"Le Clos du Caillou Chateauneuf-du-Pape La Reserve, Rhone, France",2016,"1,563rd",97/100,$203 
"Le Clos du Caillou Chateauneuf-du-Pape La Reserve, Rhone, France",2010,"1,563rd",97/100,$208 
"Kavalan Solist Vinho Barrique Cask Strength Single Malt Whisky, Taiwan",,"1,578th",97/100,$238 
"Dana Estates Lotus Vineyard Cabernet Sauvignon, Napa Valley, USA",2013,"1,596th",97/100,$588 
"Schrader Cellars CCS Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2013,"1,621st",97/100,$563 
"Schrader Cellars CCS Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2012,"1,621st",97/100,$630 
"Schrader Cellars CCS Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2008,"1,621st",97/100,$765 
"Schrader Cellars CCS Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2006,"1,621st",97/100,$819 
"Kapcsandy Family Winery State Lane Vineyard Grand-Vin Cabernet Sauvignon, Napa Valley, USA",2012,"1,652nd",97/100,$542 
"Kapcsandy Family Winery State Lane Vineyard Grand-Vin Cabernet Sauvignon, Napa Valley, USA",2010,"1,652nd",97/100,$451 
"Kapcsandy Family Winery State Lane Vineyard Grand-Vin Cabernet Sauvignon, Napa Valley, USA",2008,"1,652nd",97/100,$490 
"Domaine des Comtes Lafon Genevrieres, Meursault Premier Cru, France",1992,"1,664th",97/100,$656 
"MacDonald Vineyards Cabernet Sauvignon, Oakville, USA",2015,"1,684th",97/100,$514 
"MacDonald Vineyards Cabernet Sauvignon, Oakville, USA",2012,"1,684th",97/100,$647 
"Blandy's Vintage Bual, Madeira, Portugal",1920,"1,712th",97/100,$924 
"Abreu Vineyard 'Thorevilos' Cabernet Sauvignon, Napa Valley, USA",2014,"1,727th",97/100,$637 
"Abreu Vineyard 'Thorevilos' Cabernet Sauvignon, Napa Valley, USA",2010,"1,727th",97/100,$574 
"Abreu Vineyard 'Thorevilos' Cabernet Sauvignon, Napa Valley, USA",2007,"1,727th",97/100,$840 
"Abreu Vineyard 'Thorevilos' Cabernet Sauvignon, Napa Valley, USA",2002,"1,727th",97/100,$921 
"Sine Qua Non Cumulus Vineyard 'Next of Kyn', Central Coast, USA",2013,"1,780th",97/100,$441 
"Sine Qua Non Cumulus Vineyard 'Next of Kyn', Central Coast, USA",2010,"1,780th",97/100,$664 
"Bodegas Toro Albala Don PX Convento Seleccion, Montilla-Moriles, Spain",1931,"1,882nd",97/100,$280 
"W & J Graham's 'The Stone Terraces' Vintage Port, Portugal",2016,"1,894th",97/100,$291 
"Realm Cellars The Absurd Proprietary Red, Napa Valley, USA",2015,"1,942nd",97/100,$734 
"Realm Cellars The Absurd Proprietary Red, Napa Valley, USA",2014,"1,942nd",97/100,$719 
"Realm Cellars The Absurd Proprietary Red, Napa Valley, USA",2013,"1,942nd",97/100,$968 
"Leroy Domaine d'Auvenay Les Folatieres, Puligny-Montrachet Premier Cru, France",2004,"2,003rd",97/100,"$2,967 "
"Realm Cellars Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon, St. Helena, USA",2013,"2,051st",97/100,$645 
"Domaine Leroy Corton-Renardes Grand Cru, Cote de Beaune, France",2009,"2,090th",97/100,"$5,482 "
"Bond Quella, Napa Valley, USA",2013,"2,196th",97/100,$553 
"Hundred Acre 'Wraith' Cabernet Sauvignon, Napa Valley, USA",2013,"2,237th",97/100,$587 
"Colgin Cellars IX Estate Syrah, Napa Valley, USA",2013,"2,288th",97/100,$354 
"Seppeltsfield Para Vintage Tawny, Barossa Valley, Australia",1915,"2,332nd",97/100,"$3,574 "
"Seppeltsfield Para Vintage Tawny, Barossa Valley, Australia",1914,"2,332nd",97/100,"$3,767 "
"Kapcsandy Family Winery State Lane Vineyard Roberta's Reserve, Napa Valley, USA",2008,"2,410th",97/100,$434 
"Kapcsandy Family Winery State Lane Vineyard Roberta's Reserve, Napa Valley, USA",2007,"2,410th",97/100,$362 
"Hundred Acre 'Few and Far Between' Cabernet Sauvignon, Napa Valley, USA",2010,"2,442nd",97/100,$732 
"Schrader Cellars Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2012,"2,471st",97/100,$495 
"Schrader Cellars Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2007,"2,471st",97/100,$536 
"Marques de Murrieta Castillo Ygay Blanco Gran Reserva Especial, Rioja DOCa, Spain",1986,"2,645th",97/100,$542 
"Sine Qua Non The Hated Hunter, California, USA",2017,"2,670th",97/100,$331 
"Denis Dubourdieu Chateau Doisy-Daene L'Extravagant de Doisy-Daene, Sauternes, France",2001,"2,781st",97/100,$495 
"Michel & Stephane Ogier Cote Rotie La Belle Helene, Rhone, France",2010,"2,890th",97/100,$466 
"Futo Estate Red, Oakville, USA",2012,"2,913th",97/100,$402 
"Realm Cellars Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",2015,"3,035th",97/100,$430 
"Realm Cellars Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",2014,"3,035th",97/100,$359 
"Clos Saint-Jean Chateauneuf-du-Pape Sanctus Sanctorum, Rhone, France",2009,"3,086th",97/100,$571 
"Clos Saint-Jean Chateauneuf-du-Pape Sanctus Sanctorum, Rhone, France",2007,"3,086th",97/100,"$1,061 "
"Domaine de la Vieille Julienne Chateauneuf-du-Pape Reserve, Rhone, France",2010,"3,211th",97/100,$244 
"Avignonesi Occhio di Pernice Vin Santo di Montepulciano, Tuscany, Italy",2001,"3,477th",97/100,$524 
"Avignonesi Occhio di Pernice Vin Santo di Montepulciano, Tuscany, Italy",1999,"3,477th",97/100,$523 
"Outpost 'True Vineyard' Cabernet Sauvignon, Howell Mountain, USA",2014,"3,549th",97/100,$413 
"Outpost 'True Vineyard' Cabernet Sauvignon, Howell Mountain, USA",2013,"3,549th",97/100,$270 
"Morlet Family Vineyards Passionement Cabernet Sauvignon, Oakville, USA",2013,"3,645th",97/100,$250 
"Bevan Cellars 'EE - Double E' Red, Oakville, USA",2015,"3,703rd",97/100,$253 
"Weingut Keller Niersteiner Pettenthal Riesling Grosses Gewachs, Rheinhessen, Germany",2016,"4,232nd",97/100,$371 
"Schrader Cellars T6 Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2013,"4,319th",97/100,$405 
"Schrader Cellars T6 Beckstoffer To Kalon Vineyard Cabernet Sauvignon, Napa Valley, USA",2008,"4,319th",97/100,$479 
"Immortal Estate Impassable Mountain Reserve Cabernet Sauvignon, Sonoma County, USA",2013,"4,363rd",97/100,$368 
"Abreu Vineyard Cappella Proprietary Red, Napa Valley, USA",2012,"4,581st",97/100,$521 
"Carter Cellars Beckstoffer To Kalon Vineyard The O.G. Cabernet Sauvignon, Napa Valley, USA",2015,"4,611th",97/100,$275 
"D'Oliveiras Malvasia Reserva Vintage Madeira, Portugal",1900,"4,636th",97/100,"$1,841 "
"Avignonesi Vin Santo di Montepulciano, Tuscany, Italy",1990,"4,979th",97/100,$455 
"Domaine Giraud Chateauneuf-du-Pape Grenaches de Pierre, Rhone, France",2010,"5,119th",97/100,$189 
"M. Chapoutier Ermitage Vin de Paille, Rhone, France",2009,"5,548th",97/100,$292 
"Egon Muller Wiltingen Scharzhofberger Riesling Auslese Goldkapsel, Mosel, Germany",2005,"5,584th",97/100,"$1,011 "
"Egon Muller Wiltingen Scharzhofberger Riesling Auslese Goldkapsel, Mosel, Germany",1994,"5,584th",97/100,"$2,323 "
"Cantina Terlano-Kellerei Terlan 'Rarity' Alto Adige, Trentino-Alto Adige, Italy",1991,"5,626th",97/100,$386 
"Comando G Las Umbrias, Madrid, Spain",2015,"5,898th",97/100,$83 
"Domaine Fontaine-Gagnard Montrachet Grand Cru, Cote de Beaune, France",2008,"6,036th",97/100,$407 
"Myriad Cellars Beckstoffer Dr. Crane Vineyard 'Elysian' Reserve Cabernet Sauvignon, Napa Valley, USA",2017,"6,323rd",97/100,$291 
"Myriad Cellars Beckstoffer Dr. Crane Vineyard 'Elysian' Reserve Cabernet Sauvignon, Napa Valley, USA",2016,"6,323rd",97/100,$415 
"Myriad Cellars Beckstoffer Dr. Crane Vineyard 'Elysian' Reserve Cabernet Sauvignon, Napa Valley, USA",2015,"6,323rd",97/100,$270 
"Myriad Cellars Beckstoffer Dr. Crane Vineyard 'Elysian' Reserve Cabernet Sauvignon, Napa Valley, USA",2013,"6,323rd",97/100,$414 
"Myriad Cellars Beckstoffer Dr. Crane Vineyard 'Elysian' Reserve Cabernet Sauvignon, Napa Valley, USA",2012,"6,323rd",97/100,$342 
"Alban Vineyards Pandora Red, Edna Valley, USA",2012,"6,423rd",97/100,$367 
"Domaine Louis Carillon et Fils Bienvenues-Batard-Montrachet Grand Cru, Cote de Beaune, France",2001,"6,663rd",97/100,Ñ 
"Greer Cabernet Sauvignon, Napa Valley, USA",2016,"7,112th",97/100,$225 
"Alban Vineyards Lorraine Estate Syrah, Edna Valley, USA",2012,"7,112th",97/100,$225 
"Frank Family Vineyards Winston Hill Red, Rutherford, USA",2015,"7,140th",97/100,$200 
"Hundred Acre 'Deep Time' Cabernet Sauvignon, Napa Valley, USA",2005,"7,757th",97/100,$472 
"Weingut Donnhoff Oberhauser Brucke Riesling Eiswein, Nahe, Germany",2010,"7,911th",97/100,$440 
"Weingut Donnhoff Oberhauser Brucke Riesling Eiswein, Nahe, Germany",2008,"7,911th",97/100,$377 
"Weingut Donnhoff Oberhauser Brucke Riesling Eiswein, Nahe, Germany",1998,"7,911th",97/100,$850 
"Andremily Wines Mourvedre, Santa Barbara County, USA",2017,"7,939th",97/100,$144 
"Morlet Family Vineyards Estate Cabernet Sauvignon, St Helena - Napa Valley, USA",2013,"7,939th",97/100,$203 
"Buccella Cuvee Katrina Eileen Cabernet Sauvignon, Napa Valley, USA",2013,"8,035th",97/100,$329 
"Sine Qua Non 'E' Grenache, Sta Rita Hills, USA",2015,"8,918th",97/100,$521 
"Lokoya Winery Cabernet Sauvignon, Diamond Mountain District, USA",2007,"9,309th",97/100,$398 
"Bodegas Toro Albala Don PX, Montilla-Moriles, Spain",1961,"9,661st",97/100,$177 
"Chimere Chateauneuf-du-Pape, Rhone, France",2010,"10,193rd",97/100,$992 
"Weingut Wittmann 'La Borne' Alte Reben Riesling, Rheinhessen, Germany",2015,"10,298th",97/100,$199 
"Bevan Cellars Tin Box Vineyard Red, Oakville, USA",2013,"10,706th",97/100,$322 
"Bevan Cellars Tin Box Vineyard Red, Oakville, USA",2012,"10,706th",97/100,$274 

